,smiles
203,C=CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCCCOCCCC=CC=CC=CC=CC=CC=CC=CC=CC)C1
204,C=CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCCCOC=CC=CC=CC=CC=C2C=CC=CC2C=O)C1
205,C=CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCCCOC=CCC=CC=CC=CC=CC=CC=CC=C(C)C)C1
206,C=CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCCCOC=CC=CC=CC=CC=C2C=CC=CC2C=CC=O)C1
207,C#CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CCCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC=C)C1
208,C=COCOCOCOCOCOC(C)=COCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1
209,C=COCOCOC(=COCOCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1)COCOC
210,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(COCOC)OCOCOCO)C1
211,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(COCOC)OCOCOC)C1
212,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(C)OCOCOCOCOCOCO)C1
213,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(CO)COCOCOCOCOCO)C1
214,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)COCOCOC=C(COCOC)OCOCOCO)C1
215,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(C)OCOCOCOCOC)C1
216,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(COCOC)OCOCOCC)C1
217,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOC=C(COCOC)OCOCOCOCOC)C1
218,C=CC=COCOCOCOCOC(C)=COCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1
219,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC(C)OCOCOCOCOCO)C1
220,C=COCOCOCOC(=COCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1)COCOC
221,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)COCOC=C(CO)COCOCOCOCOCO)C1
222,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(COCOCOCOCOCO)NO)C1
223,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(C)OCOCOCOCOCOC)C1
224,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(C)OCOCOCOCOC=COC)C1
225,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(O)COC=C(C)OCO)C1
226,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(COCOC)OCOCOCOCOC)C1
227,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(OC)OCOCOCOCOCOC)C1
228,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(C)OCOCOCOCOCOCC)C1
229,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC(C)OCOCOCOCOCC)C1
230,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(C)OCOCOCOCOCO)C1
231,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(COCOC)OCOCOCN)C1
232,C=COCOCOCOCOC(C)=COCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1
233,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOCOC=C(C)OCOCOCOC)C1
234,C=COCOCOC(=COCOCOCOCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1)COCOC
235,C=COCOCOCOCOCOC(C)=COCOCOCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1
236,C=COCOCOCOCOC(C)OCOCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1
237,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)COCOCOCOC=C(COCOC)OCOCOCO)C1
238,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(C)OCOCOCOCO)C1
239,C=COCOCOCOCOCP(O)OCOCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1
240,C=COCCOCOCOC(C)=COCOCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1
241,C=COCOCOCOCOCC(=COCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1)CO
242,C=CC=COCOCOC(=COCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1)COCOC
243,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=CC=C(C)OCOCOCOCOCO)C1
244,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=CCOCOCOCOCO)C1
245,C=COCOCOCOCC=COCOCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1
246,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)COCOC=C(COCOC)OCOCOCOCOC)C1
247,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(COCOC)OCOCOC=CCOC)C1
248,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(C)OCOCOCOCOC)C1
249,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOC=C(O)COCOCOCOCOC=C(C)O)C1
250,C=COCOCOCOCOCC=COCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1
251,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOP(O)COCOCOCOCOCO)C1
252,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOC2OCOC=C2COCOCOCOC)C1
253,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(O)COCOCOCCOCO)C1
254,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)COCOCOC=C(C)OCOCOCOCOCOCO)C1
255,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(C)OCOCOCOCOCOC)C1
256,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(COCOC)OCOCOC=N)C1
257,C=COCOCOCOCOC(C)=COCOCOCCC(C)CCCCCC(=O)N1CCCCN(C(=O)CCCC#CC)C1
258,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOCOC=C(O)COCOC=C(C)O)C1
259,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(CO)COCOCOCOCOC=N)C1
260,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(C)OCOCOC=COC)C1
261,CC#CCCCC(=O)N1CCCCN(C(=O)CCCCCC(C)CCOCOC=C(O)COCOCOC=C(C)O)C1
262,CN1C=C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)C1OOC=CCCOCF
263,COCCCC=COCCOCC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
264,CCCCOC(C)=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
265,CCCCC(O)C=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
266,C=C(C=CCOC=O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
267,COCC(O)OCOCC(O)=COCOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
268,C=CC=CC=C(C=C(C)OCC=CC)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
269,COC(C)OCOCOCOCC(C)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
270,COCCCOCOCC(C)=COCOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
271,CC(=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C)OCCCCCO
272,CC(=COCOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C)OCOCOCF
273,CN1C=C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)C1OCOCOCOC=CC=CCOCOCO
274,CCCCCCOC(C)=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
275,C=CC=CC=CCOCOCC(C)=COC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
276,C=CCOC(C)=CC(OCCCO)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
277,CC(=CC(C)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C)OCCC=O
278,CCOCOCOCOCOC(OC)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
279,CN1C=C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)C1OCOCOCOC=CC=CCOCO
280,COCCC(O)=COC(C)=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
281,CC(=COOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C)COC(O)CC=O
282,C=CC=C(C=C(C)OCC=CC)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
283,CN1C=C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)C1OC(O)COCCOC=CCCOCO
284,C=C(C)C=CCOCOCC=COC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
285,C=COCC=CC=COCOCOCOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
286,C=COCOCC=CC=COCOCOCOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
287,CC(=COCOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C)COCOCCOCO
288,CC=CCC=C(C=C(C)OCC=CC)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
289,CCCOCOCOCOCC(C)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
290,CC=CCOC(C)=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
291,C=COCCOCOCC(O)=COCOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
292,C=CCOC(C)=CC(COCCO)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
293,CCCCCOC(C)=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
294,CC=CCCCC(O)C=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
295,CC(=COOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C)COCCC=O
296,CC=CCOC(C)=CC(OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C)=C(C)O
297,CC(=COCOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C)COCOCC(O)CO
298,CCC(=O)OCOCOCOCC(C)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
299,CC=CCCCOC(C)=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
300,CCOCCC=COCCOCC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
301,CN1C=C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)C1OCOC=C(O)COCOCCOCO
302,C=COCCOCOCC(C)=COCOC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
303,CN1C=C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)C1OCOCOCOC=CC=CC=CCOCO
304,C=CCCCCOC(C)=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
305,CC=CCOC(C)=CC(OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C)=C(C)C
306,C=CC=CC(C)=COCC(C)=CC=COC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
307,CC=CCC(O)=COC(C)=CC(O)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
308,CC=CCC(C)=COCC(C)=CC=COC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
309,CC=CCOC(C)=CC(=CC)OC1C(C(=O)N2CCOCc3ccc(F)c(F)c3C2N)=CN1C
310,CC#CCCCC(=O)N(C)CN(C)C(=O)CCCCC(=O)NCOC=O
311,CC#CCCCC(=O)N(C)CN(C)C(=O)CCCCC(=O)NCC=CC=C(C)C(=O)OCOCC=O
312,CC#CCCCC(=O)N(C)CN(C)C(=O)CCCCC(=O)NCC=CC=C(C)C(=O)OCOC=O
313,CC#CCCCC(=O)N(C)CN(C)C(=O)CCCCC(=O)NCC=CC=C(C)CC(=O)C=O
314,C=COCC=CC=CC=CC=COCOCC(O)=CC=CC=CCNC(=O)CCCCC(=O)N(C)CN(C)C(=O)CCCC#CC
315,C=CC=CC=CC=CC=CC=COCOCC(O)=CC=CC=CCNC(=O)CCCCC(=O)N(C)CN(C)C(=O)CCCC#CC
316,C=CNC=CC=CC=CC=CC=COCOCC(O)=CC=CC=CCNC(=O)CCCCC(=O)N(C)CN(C)C(=O)CCCC#CC
317,C=CC=CC=CC=CC=CC=CCC=CC(O)=CC(O)=CC=CCNC(=O)CCCCC(=O)N(C)CN(C)C(=O)CCCC#CC
318,C=CC=CC=CC=CC=CC=COCOCC(O)=CC=CC=CCNC(=O)CCCCC(=O)N(C)CN(C)C(=O)CCCC#CC
319,C=CC=CC=CC=CC=CC=CC=COCOCC(O)=CC=CC=CCNC(=O)CCCCC(=O)N(C)CN(C)C(=O)CCCC#CC
320,C#CNC=CC=CC=CC=CC=COCOCC(O)=CC=CC=CCNC(=O)CCCCC(=O)N(C)CN(C)C(=O)CCCC#CC
321,CC#CCCCC(=O)N(C)CN(C)C(=O)CCCCC(=O)NCC=CC=CC=C(O)COCOC=CC=CC=CC=CC=O
322,C=CC=CC=CC=CC=CC=COCOCOCC(O)=CC=CC=CCNC(=O)CCCCC(=O)N(C)CN(C)C(=O)CCCC#CC
323,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)NC2=O
324,C=Cc1ccccc1C=CC=CC=CC=CC=CC(C)=CC=CC#CCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
325,C=CC(O)=CC=CC=COCC(O)=CC=CC(O)=CC=CC=CC=COCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
326,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)COC=CC=CC=CC=C(O)C=CC=C(O)COC=CC=CC=C(C)C
327,C=CC=Cc1ccccc1C=CC=CC=CC=CC=CC(C)=CC=CC#CCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
328,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCCOC=CC=CC=C(C)C=CC=CC=CC=CC=CC=Cc1ccccc1
329,C=CC(C)=CC=CC=COCC(O)=CC=CC(O)=CC=CC=CC=COCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
330,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCCC=CC=CC=Cc1ccccc1C=O
331,CC=CC=CC(C)=CC=CC=CC=CC=CC=CC=CC(C)=CC=CC#CCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
332,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCOC=CC=CC=CC=Cc1ccccc1C=O
333,C=CC=CC=CC=CC(C)c1ccccc1C=CC=CC=CC=CC=COCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
334,C=CC=COCC(O)=COCC(O)=CC=CC(O)=CC=CC=CC=COCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
335,C=Cc1ccccc1C=CC=CC=CC=CC=CC(C)=CC=CC#CCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
336,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCCC=CC=CC=CC=Cc1ccccc1C=O
337,CC=COC=Cc1ccccc1C=CC=CC=CC=CC=CC=COCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
338,C=CC=COC=Cc1ccccc1C=CC=CC=CC(C)=CC=CC=CCOCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
339,C=CC=COCC(O)=CC=CC(O)=CC=CC(O)=CC=CC=CC=COCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
340,C=COCOCC(O)=COCC(O)=CC=CC(O)=CC=CC=CC=COCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
341,CC=CC=CC=CC=CC=CC(O)=CC=CC=CC(O)=CC=CC=CC=COCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
342,C=CC=CC=CC=CC=Cc1ccccc1C=CC=CC=CC=CC(O)CCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
343,C=CC=CC=CC=CC=CC=Cc1ccccc1C=CC=CC=CC=CC=COCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
344,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)COC=CC=CC=CC=C(O)C=CC=C(O)COC=CC=CC=C1CO1
345,CC=COC=Cc1ccccc1C=CC=CC=CC=CC=COCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
346,C=Cc1ccncc1C=CC=CC=CC=CC(C)=CC=CC=CC=COCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
347,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)COC=CC=CC=CC=C(O)C=CC=C(O)COC=CC=CC=C(O)CO
348,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)COC=CC=CC=CC=C(O)C=CC=C(O)c1cc2ccc1cc2C
349,C#CC=CC=NC=CC=CC(C)=CC=CC=CC=CC=CC=CC(=O)NCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
350,C=CC=CC=CC=CC=Cc1ccccc1C=CC=CC=CC=CC=CC=COCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
351,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCCC(O)C=CC=CC=CC=Cc1ccccc1C=CC=CC=C(C)C
352,CC=CC=CC=Cc1ccccc1C=CC=CC=CC(C)=CC=CC=CCOCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
353,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)COC=CC=CC=CC=C(O)C=CC=C(O)COC=CC=CC=C(O)CC
354,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCOC=CC=CC=CC=CC=CC=Cc1ccccc1C=CC=O
355,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)COC=CC=CC=CC=C(C)C=CC=CC=CC=Cc1cnccc1C
356,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCCOC=CC=CC=C(C)C=CC=CC=CC=CC=CC=Cc1cccnc1
357,C=CC(C)=CC=CC=CC=CC(O)=CC=CC(O)=CC=CC=CC=COCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
358,C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC(C)=CC=CC=COCCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
359,C=CC(O)=CC=CC=CC(O)=CC=CC=CC(O)=CC=CC=CC=COCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
360,CC=CC=CC=NC=CC=CC(C)=CC=CC=CC=CC=CC=CC(=O)NCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
361,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCOC=CC=CC=CC=CC=CC=Cc1ccccc1C=CC=CCC=O
362,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCCC1=CC=CC=CC=CC=CC=C(C)C=CC=CC=CC=CC1CCC
363,C=COC=Cc1ccccc1C=CC=CC=CC(C)=CC=CC=CCOCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
364,CC=CC=Cc1ccccc1C=CC=CC=CC=CC=NC(C)=CC=CCCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
365,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCCCC=CCC=Cc1ccccc1C=O
366,C#CC=CC=CC=CC=CC=CC=CC(C)=CC=CC=CC=CC=CC=CCCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
367,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)CCC#CC=CC=C(C)C=CC=CC=CC=CC=Cc1ccccc1CC
368,CC=CC=CC=Cc1ccccc1C=CC=CC=CC=NC(C)=CC=CCCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
369,CC=CC=CC=CC=CC=CC(C)=CC=CC=CC=CC=CC=CC(=O)NCCC(C)CCCN(C)C(=O)C(=O)NCCCCCCC
370,CCCCCCCNC(=O)C(=O)N(C)CCCC(C)COC=CC=CC=CC=C(O)C=CC=CC=C(O)C=CC=CC=CC=CO
371,C=CC=CCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
372,CC=CC=CC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
373,C=CCCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
374,CC=CCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
375,CCCCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
376,CC=COCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
377,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC(=O)C=S=O
378,C=CC=COC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
379,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC(=O)CC=S
380,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC(=O)C=[SH]C=O
381,CCC=CCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
382,C=CC=CC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
383,COCCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
384,CC=CC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
385,CCCNCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
386,CC=COCC=CC(=O)C=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
387,C=COC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
388,C=COCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
389,CCOCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
390,CC#CCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
391,C=CCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
392,CNCCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
393,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC([NH3+])=O
394,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=C(C)C=CC(C)=O
395,CCCOCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
396,CCC=COC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
397,C=COCCC=CC(=O)C=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
398,C=CNCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
399,C=CCC=CC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
400,CCNCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
401,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC(=O)CCC=[SH]C
402,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC(=O)CCCC=S
403,C=CCOCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
404,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC=C(C)C=O
405,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC(=O)CCC=O
406,C=CCSCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
407,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC(=O)CC=CCO
408,CC=CC=CC(C)=CC=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
409,CC=CNCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
410,CC=CC(C)=CC=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
411,C#CCCCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
412,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC=O
413,C=C[SH]=CCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
414,CC=CC(C)=CC(C)=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
415,CCCCNC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
416,C=CC=CSC=CC(=O)C=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
417,C=COCC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
418,COCCOCCC(=O)NCCC(C)CNC(=O)C1CCC(=O)N(C)C1C=CC=CC=CC(=O)C=CC=CN
419,CC=CSOC(=O)C=CC=CC=CC1C(C(=O)NCC(C)CCNC(=O)CCOCCOC)CCC(=O)N1C
